Euclidean binary precision,Euclidean binary recall,Euclidean binary F-measure,Euclidean Term Frequency precision,Euclidean Term Frequency recall,Euclidean Term Frequency F-measure,Euclidean TF-IDF precision,Euclidean TF-IDF recall,Euclidean TF-IDF F-measure,Cosine binary precision,Cosine binary recall,Cosine binary F-measure,Cosine Term Frequency precision,Cosine Term Frequency recall,Cosine Term Frequency F-measure,Cosine TF-IDF precision,Cosine TF-IDF recall,Cosine TF-IDF F-measure,"
"
0.0,0.0,0,0.05,0.16666666666666666,0.07692307692307691,0.2,0.6666666666666666,0.30769230769230765,0.1,0.3333333333333333,0.15384615384615383,0.0,0.0,0,0.2,0.6666666666666666,0.30769230769230765,"
"
0.0,0.0,0,0.0,0.0,0,0.25,0.5555555555555556,0.3448275862068966,0.1,0.2222222222222222,0.13793103448275865,0.1,0.2222222222222222,0.13793103448275865,0.25,0.5555555555555556,0.3448275862068966,"
"
0.0,0.0,0,0.45,0.5625,0.5,0.55,0.6875,0.6111111111111112,0.3,0.375,0.33333333333333326,0.45,0.5625,0.5,0.55,0.6875,0.6111111111111112,"
"
0.0,0.0,0,0.1,0.25,0.14285714285714288,0.2,0.5,0.28571428571428575,0.15,0.375,0.21428571428571425,0.1,0.25,0.14285714285714288,0.2,0.5,0.28571428571428575,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,"
"
0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,0.3,0.6666666666666666,0.41379310344827586,0.3,0.6666666666666666,0.41379310344827586,0.1,0.2222222222222222,0.13793103448275865,0.3,0.6666666666666666,0.41379310344827586,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,0.0,0.0,0,0.1,0.5,0.16666666666666669,"
"
0.0,0.0,0,0.05,0.2,0.08000000000000002,0.25,1.0,0.4,0.1,0.4,0.16000000000000003,0.15,0.6,0.24,0.25,1.0,0.4,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,"
"
0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.05,0.2,0.08000000000000002,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,0.1,0.2857142857142857,0.14814814814814817,0.1,0.2857142857142857,0.14814814814814817,0.05,0.14285714285714285,0.07407407407407408,0.1,0.2857142857142857,0.14814814814814817,"
"
0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.1,0.2857142857142857,0.14814814814814817,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.5,0.09090909090909091,0.05,0.5,0.09090909090909091,0.05,0.5,0.09090909090909091,0.05,0.5,0.09090909090909091,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,0.1,0.6666666666666666,0.1739130434782609,0.1,0.6666666666666666,0.1739130434782609,0.15,1.0,0.2608695652173913,"
"
0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.3,0.8571428571428571,0.4444444444444444,0.25,0.7142857142857143,0.37037037037037035,0.2,0.5714285714285714,0.29629629629629634,0.35,1.0,0.5185185185185185,"
"
0.05,0.125,0.07142857142857144,0.05,0.125,0.07142857142857144,0.25,0.625,0.35714285714285715,0.15,0.375,0.21428571428571425,0.1,0.25,0.14285714285714288,0.25,0.625,0.35714285714285715,"
"
0.05,0.3333333333333333,0.08695652173913045,0.0,0.0,0,0.15,1.0,0.2608695652173913,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,0.15,1.0,0.2608695652173913,"
"
0.0,0.0,0,0.05,0.09090909090909091,0.06451612903225806,0.3,0.5454545454545454,0.3870967741935483,0.15,0.2727272727272727,0.19354838709677416,0.05,0.09090909090909091,0.06451612903225806,0.35,0.6363636363636364,0.45161290322580644,"
"
0.05,0.14285714285714285,0.07407407407407408,0.1,0.2857142857142857,0.14814814814814817,0.2,0.5714285714285714,0.29629629629629634,0.15,0.42857142857142855,0.2222222222222222,0.1,0.2857142857142857,0.14814814814814817,0.2,0.5714285714285714,0.29629629629629634,"
"
0.0,0.0,0,0.1,0.16666666666666666,0.125,0.3,0.5,0.37499999999999994,0.0,0.0,0,0.15,0.25,0.18749999999999997,0.3,0.5,0.37499999999999994,"
"
0.0,0.0,0,0.15,1.0,0.2608695652173913,0.15,1.0,0.2608695652173913,0.15,1.0,0.2608695652173913,0.15,1.0,0.2608695652173913,0.15,1.0,0.2608695652173913,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.3333333333333333,0.15384615384615383,0.05,0.16666666666666666,0.07692307692307691,0.0,0.0,0,0.1,0.3333333333333333,0.15384615384615383,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,0.15,0.42857142857142855,0.2222222222222222,0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,"
"
0.0,0.0,0,0.1,0.25,0.14285714285714288,0.2,0.5,0.28571428571428575,0.2,0.5,0.28571428571428575,0.1,0.25,0.14285714285714288,0.2,0.5,0.28571428571428575,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,0.05,0.3333333333333333,0.08695652173913045,0.0,0.0,0,0.1,0.6666666666666666,0.1739130434782609,"
"
0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,0.2,0.5714285714285714,0.29629629629629634,0.1,0.2857142857142857,0.14814814814814817,0.1,0.2857142857142857,0.14814814814814817,0.2,0.5714285714285714,0.29629629629629634,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.13333333333333333,0.1142857142857143,0.0,0.0,0,0.05,0.06666666666666667,0.05714285714285715,0.1,0.13333333333333333,0.1142857142857143,"
"
0.0,0.0,0,0.1,0.05,0.06666666666666667,0.35,0.175,0.23333333333333334,0.3,0.15,0.2,0.2,0.1,0.13333333333333333,0.35,0.175,0.23333333333333334,"
"
0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,0.15,0.3333333333333333,0.20689655172413793,0.1,0.2222222222222222,0.13793103448275865,0.1,0.2222222222222222,0.13793103448275865,0.15,0.3333333333333333,0.20689655172413793,"
"
0.0,0.0,0,0.05,0.1111111111111111,0.06896551724137932,0.15,0.3333333333333333,0.20689655172413793,0.05,0.1111111111111111,0.06896551724137932,0.0,0.0,0,0.15,0.3333333333333333,0.20689655172413793,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.16666666666666666,0.07692307692307691,0.05,0.16666666666666666,0.07692307692307691,0.05,0.16666666666666666,0.07692307692307691,0.05,0.16666666666666666,0.07692307692307691,"
"
0.0,0.0,0,0.1,0.2857142857142857,0.14814814814814817,0.15,0.42857142857142855,0.2222222222222222,0.1,0.2857142857142857,0.14814814814814817,0.1,0.2857142857142857,0.14814814814814817,0.15,0.42857142857142855,0.2222222222222222,"
"
0.0,0.0,0,0.05,0.1111111111111111,0.06896551724137932,0.05,0.1111111111111111,0.06896551724137932,0.2,0.4444444444444444,0.2758620689655173,0.05,0.1111111111111111,0.06896551724137932,0.05,0.1111111111111111,0.06896551724137932,"
"
0.05,0.25,0.08333333333333334,0.05,0.25,0.08333333333333334,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,0.15,0.75,0.24999999999999997,"
"
0.0,0.0,0,0.15,0.3333333333333333,0.20689655172413793,0.4,0.8888888888888888,0.5517241379310346,0.2,0.4444444444444444,0.2758620689655173,0.15,0.3333333333333333,0.20689655172413793,0.4,0.8888888888888888,0.5517241379310346,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.15,1.0,0.2608695652173913,0.1,0.6666666666666666,0.1739130434782609,0.0,0.0,0,0.15,1.0,0.2608695652173913,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,0.05,0.1111111111111111,0.06896551724137932,0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,"
"
0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.6666666666666666,0.1739130434782609,0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.1,0.6666666666666666,0.1739130434782609,"
"
0.0,0.0,0,0.05,0.2,0.08000000000000002,0.15,0.6,0.24,0.0,0.0,0,0.1,0.4,0.16000000000000003,0.15,0.6,0.24,"
"
0.05,0.14285714285714285,0.07407407407407408,0.0,0.0,0,0.3,0.8571428571428571,0.4444444444444444,0.1,0.2857142857142857,0.14814814814814817,0.2,0.5714285714285714,0.29629629629629634,0.3,0.8571428571428571,0.4444444444444444,"
"
0.0,0.0,0,0.15,0.75,0.24999999999999997,0.2,1.0,0.33333333333333337,0.15,0.75,0.24999999999999997,0.15,0.75,0.24999999999999997,0.2,1.0,0.33333333333333337,"
"
0.1,0.4,0.16000000000000003,0.25,1.0,0.4,0.25,1.0,0.4,0.2,0.8,0.32000000000000006,0.25,1.0,0.4,0.25,1.0,0.4,"
"
0.05,0.3333333333333333,0.08695652173913045,0.0,0.0,0,0.15,1.0,0.2608695652173913,0.15,1.0,0.2608695652173913,0.1,0.6666666666666666,0.1739130434782609,0.15,1.0,0.2608695652173913,"
"
0.05,0.16666666666666666,0.07692307692307691,0.0,0.0,0,0.15,0.5,0.23076923076923075,0.15,0.5,0.23076923076923075,0.05,0.16666666666666666,0.07692307692307691,0.15,0.5,0.23076923076923075,"
"
0.0,0.0,0,0.05,0.16666666666666666,0.07692307692307691,0.1,0.3333333333333333,0.15384615384615383,0.1,0.3333333333333333,0.15384615384615383,0.05,0.16666666666666666,0.07692307692307691,0.1,0.3333333333333333,0.15384615384615383,"
"
0.0,0.0,0,0.1,0.25,0.14285714285714288,0.1,0.25,0.14285714285714288,0.1,0.25,0.14285714285714288,0.1,0.25,0.14285714285714288,0.1,0.25,0.14285714285714288,"
"
0.0,0.0,0,0.05,0.16666666666666666,0.07692307692307691,0.15,0.5,0.23076923076923075,0.0,0.0,0,0.0,0.0,0,0.15,0.5,0.23076923076923075,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.2,0.08000000000000002,0.0,0.0,0,0.0,0.0,0,0.05,0.2,0.08000000000000002,"
"
0.0,0.0,0,0.0,0.0,0,0.15,0.6,0.24,0.0,0.0,0,0.1,0.4,0.16000000000000003,0.15,0.6,0.24,"
"
0.0,0.0,0,0.1,0.25,0.14285714285714288,0.2,0.5,0.28571428571428575,0.25,0.625,0.35714285714285715,0.2,0.5,0.28571428571428575,0.25,0.625,0.35714285714285715,"
"
0.0,0.0,0,0.1,0.3333333333333333,0.15384615384615383,0.05,0.16666666666666666,0.07692307692307691,0.1,0.3333333333333333,0.15384615384615383,0.1,0.3333333333333333,0.15384615384615383,0.05,0.16666666666666666,0.07692307692307691,"
"
0.0,0.0,0,0.1,0.6666666666666666,0.1739130434782609,0.15,1.0,0.2608695652173913,0.1,0.6666666666666666,0.1739130434782609,0.1,0.6666666666666666,0.1739130434782609,0.15,1.0,0.2608695652173913,"
"
0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.0,0.0,0,0.1,0.25,0.14285714285714288,0.1,0.25,0.14285714285714288,0.0,0.0,0,0.1,0.25,0.14285714285714288,"
"
0.0,0.0,0,0.4,0.8,0.5333333333333333,0.5,1.0,0.6666666666666666,0.35,0.7,0.4666666666666667,0.4,0.8,0.5333333333333333,0.5,1.0,0.6666666666666666,"
"
0.0,0.0,0,0.2,0.23529411764705882,0.2162162162162162,0.25,0.29411764705882354,0.27027027027027023,0.15,0.17647058823529413,0.16216216216216214,0.2,0.23529411764705882,0.2162162162162162,0.25,0.29411764705882354,0.27027027027027023,"
"
0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.1,0.2857142857142857,0.14814814814814817,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,"
"
0.0,0.0,0,0.1,0.16666666666666666,0.125,0.25,0.4166666666666667,0.3125,0.05,0.08333333333333333,0.0625,0.1,0.16666666666666666,0.125,0.25,0.4166666666666667,0.3125,"
"
0.0,0.0,0,0.05,0.1,0.06666666666666667,0.2,0.4,0.26666666666666666,0.1,0.2,0.13333333333333333,0.0,0.0,0,0.2,0.4,0.26666666666666666,"
"
0.0,0.0,0,0.05,0.16666666666666666,0.07692307692307691,0.15,0.5,0.23076923076923075,0.1,0.3333333333333333,0.15384615384615383,0.1,0.3333333333333333,0.15384615384615383,0.2,0.6666666666666666,0.30769230769230765,"
"
0.0,0.0,0,0.15,0.21428571428571427,0.1764705882352941,0.4,0.5714285714285714,0.47058823529411764,0.1,0.14285714285714285,0.11764705882352941,0.15,0.21428571428571427,0.1764705882352941,0.5,0.7142857142857143,0.588235294117647,"
"
0.05,0.2,0.08000000000000002,0.05,0.2,0.08000000000000002,0.2,0.8,0.32000000000000006,0.15,0.6,0.24,0.05,0.2,0.08000000000000002,0.2,0.8,0.32000000000000006,"
"
0.05,0.1,0.06666666666666667,0.2,0.4,0.26666666666666666,0.35,0.7,0.4666666666666667,0.25,0.5,0.3333333333333333,0.3,0.6,0.4,0.35,0.7,0.4666666666666667,"
"
0.0,0.0,0,0.1,0.2857142857142857,0.14814814814814817,0.2,0.5714285714285714,0.29629629629629634,0.15,0.42857142857142855,0.2222222222222222,0.15,0.42857142857142855,0.2222222222222222,0.2,0.5714285714285714,0.29629629629629634,"
"
0.0,0.0,0,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,0.05,0.25,0.08333333333333334,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,"
"
0.05,0.07692307692307693,0.060606060606060615,0.0,0.0,0,0.0,0.0,0,0.05,0.07692307692307693,0.060606060606060615,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.1,0.5,0.16666666666666669,0.2,1.0,0.33333333333333337,0.15,0.75,0.24999999999999997,0.15,0.75,0.24999999999999997,0.2,1.0,0.33333333333333337,"
"
0.0,0.0,0,0.05,0.2,0.08000000000000002,0.1,0.4,0.16000000000000003,0.05,0.2,0.08000000000000002,0.0,0.0,0,0.1,0.4,0.16000000000000003,"
"
0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,0.15,0.3333333333333333,0.20689655172413793,0.0,0.0,0,0.1,0.2222222222222222,0.13793103448275865,0.15,0.3333333333333333,0.20689655172413793,"
"
0.0,0.0,0,0.0,0.0,0,0.15,0.75,0.24999999999999997,0.0,0.0,0,0.05,0.25,0.08333333333333334,0.15,0.75,0.24999999999999997,"
"
0.0,0.0,0,0.1,0.11764705882352941,0.1081081081081081,0.25,0.29411764705882354,0.27027027027027023,0.15,0.17647058823529413,0.16216216216216214,0.1,0.11764705882352941,0.1081081081081081,0.25,0.29411764705882354,0.27027027027027023,"
"
0.05,0.06666666666666667,0.05714285714285715,0.05,0.06666666666666667,0.05714285714285715,0.2,0.26666666666666666,0.2285714285714286,0.15,0.2,0.17142857142857143,0.1,0.13333333333333333,0.1142857142857143,0.2,0.26666666666666666,0.2285714285714286,"
"
0.0,0.0,0,0.05,0.06666666666666667,0.05714285714285715,0.2,0.26666666666666666,0.2285714285714286,0.05,0.06666666666666667,0.05714285714285715,0.05,0.06666666666666667,0.05714285714285715,0.2,0.26666666666666666,0.2285714285714286,"
"
0.0,0.0,0,0.05,0.06666666666666667,0.05714285714285715,0.0,0.0,0,0.1,0.13333333333333333,0.1142857142857143,0.05,0.06666666666666667,0.05714285714285715,0.0,0.0,0,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.05,0.25,0.08333333333333334,0.15,0.75,0.24999999999999997,0.1,0.5,0.16666666666666669,0.05,0.25,0.08333333333333334,0.15,0.75,0.24999999999999997,"
"
0.05,0.16666666666666666,0.07692307692307691,0.1,0.3333333333333333,0.15384615384615383,0.2,0.6666666666666666,0.30769230769230765,0.1,0.3333333333333333,0.15384615384615383,0.2,0.6666666666666666,0.30769230769230765,0.2,0.6666666666666666,0.30769230769230765,"
"
0.0,0.0,0,0.0,0.0,0,0.25,0.7142857142857143,0.37037037037037035,0.1,0.2857142857142857,0.14814814814814817,0.0,0.0,0,0.25,0.7142857142857143,0.37037037037037035,"
"
0.0,0.0,0,0.05,0.07692307692307693,0.060606060606060615,0.1,0.15384615384615385,0.12121212121212123,0.0,0.0,0,0.05,0.07692307692307693,0.060606060606060615,0.1,0.15384615384615385,0.12121212121212123,"
"
0.0,0.0,0,0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,0.05,0.14285714285714285,0.07407407407407408,0.0,0.0,0,0.05,0.14285714285714285,0.07407407407407408,"
"
0.0,0.0,0,0.05,0.08333333333333333,0.0625,0.15,0.25,0.18749999999999997,0.1,0.16666666666666666,0.125,0.2,0.3333333333333333,0.25,0.15,0.25,0.18749999999999997,"
"
0.1,0.13333333333333333,0.1142857142857143,0.15,0.2,0.17142857142857143,0.35,0.4666666666666667,0.4,0.3,0.4,0.34285714285714286,0.35,0.4666666666666667,0.4,0.4,0.5333333333333333,0.4571428571428572,"
"
0.05,0.08333333333333333,0.0625,0.1,0.16666666666666666,0.125,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.1,0.16666666666666666,0.125,0.3,0.5,0.37499999999999994,"
"
0.0,0.0,0,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,"
"
0.0,0.0,0,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,0.05,0.3333333333333333,0.08695652173913045,"
"
0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,"
"
0.05,0.0625,0.05555555555555556,0.0,0.0,0,0.0,0.0,0,0.05,0.0625,0.05555555555555556,0.0,0.0,0,0.0,0.0,0,"
"
0.0,0.0,0,0.1,0.125,0.11111111111111112,0.25,0.3125,0.2777777777777778,0.05,0.0625,0.05555555555555556,0.15,0.1875,0.16666666666666663,0.25,0.3125,0.2777777777777778,"
"
0.0,0.0,0,0.1,0.10526315789473684,0.10256410256410256,0.1,0.10526315789473684,0.10256410256410256,0.0,0.0,0,0.1,0.10526315789473684,0.10256410256410256,0.1,0.10526315789473684,0.10256410256410256,"
"
0.0,0.0,0,0.05,0.05,0.05000000000000001,0.1,0.1,0.10000000000000002,0.0,0.0,0,0.15,0.15,0.15,0.1,0.1,0.10000000000000002,"
"
0.0,0.0,0,0.05,0.05263157894736842,0.05128205128205128,0.15,0.15789473684210525,0.15384615384615385,0.0,0.0,0,0.1,0.10526315789473684,0.10256410256410256,0.15,0.15789473684210525,0.15384615384615385,"
"
0.0,0.0,0,0.15,0.3,0.2,0.2,0.4,0.26666666666666666,0.25,0.5,0.3333333333333333,0.15,0.3,0.2,0.2,0.4,0.26666666666666666,"
"
0.0,0.0,0,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,0.15,0.6,0.24,0.1,0.4,0.16000000000000003,0.1,0.4,0.16000000000000003,"
"
0.05,0.1111111111111111,0.06896551724137932,0.2,0.4444444444444444,0.2758620689655173,0.3,0.6666666666666666,0.41379310344827586,0.15,0.3333333333333333,0.20689655172413793,0.2,0.4444444444444444,0.2758620689655173,0.35,0.7777777777777778,0.48275862068965514,"
"
0.0,0.0,0,0.15,0.12,0.1333333333333333,0.2,0.16,0.17777777777777778,0.15,0.12,0.1333333333333333,0.15,0.12,0.1333333333333333,0.2,0.16,0.17777777777777778,"
"
